Evidence_ID,Source_row,Reference_ID,Parameter_Category,Parameter_Name,Symbol,Polymer_Type,Particle_Shape,Size_Class_um,Original_Value_Mean,Original_Value_Min,Original_Value_Max,Original_Unit,Standardized_value,Standardized_min,Standardized_max,Standardized_unit,Derivation_Method,Notes,Original_parameter_name,Source_title,Source_URL,Source_Location_extra_field,Decision,Decision_reason,Corrected_source_value,Corrected_source_unit,Transformation_or_correction,Record_role,Evidence_scope,Verification_detail,Source_locator_or_extracted_note,Use_limit,Parameter_type,Prior_verification_note
BOX-0265,266,Fazey_2016,Biofouling,Psink=0.5 vs log(volume) - R2,R2_t_vs_vol,PE,Sheet,NA,0.81,NA,NA,-,0.81,NA,NA,-,Empirical,"Section 3 Results, Page 4; Fig.4B: There was a significant positive relationship between Psink=0.5 time and the log of volume, which determines item buoyancy (R2=0.81, P<0.02; Fig.4B).",Psink=0.5 vs log(volume) - R2,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",0.81,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 4; Fig.4B: There was a significant positive relationship between Psink=0.5 time and the log of volume, which determines item buoyancy (R2=0.81, P<0.02; Fig.4B).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0266,267,Fazey_2016,Biofouling,Psink=0.5 vs log(SA:Vol) - R2,R2_t_vs_savol,PE,Sheet,NA,0.51,NA,NA,-,0.51,NA,NA,-,Empirical,"Section 3 Results, Page 4; Fig.4A: There was a significant negative relationship between Psink=0.5 time and the log of surface area:volume ratio (R2=0.51, P<0.02; Fig.4A).",Psink=0.5 vs log(SA:Vol) - R2,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",0.51,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 4; Fig.4A: There was a significant negative relationship between Psink=0.5 time and the log of surface area:volume ratio (R2=0.51, P<0.02; Fig.4A).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0267,268,Fazey_2016,Biofouling,Psink=0.5 vs log(edge:volume) - R2,R2_t_vs_edgevol,PE,Sheet,NA,0.84,NA,NA,-,0.84,NA,NA,-,Empirical,"Section 3 Results, Page 4; Fig.4C: There was also a strong positive relationship between Psink=0.5 time and the log of the ratio of the total length of edges to volume (R2=0.84, P<0.001; Fig.4C).",Psink=0.5 vs log(edge:volume) - R2,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",0.84,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 4; Fig.4C: There was also a strong positive relationship between Psink=0.5 time and the log of the ratio of the total length of edges to volume (R2=0.84, P<0.001; Fig.4C).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0268,269,Fazey_2016,Biofouling,"Dry mass increase (microplastics, 12 weeks)",delta_m_micro,PE,Sheet,5x5 mm,5800,2500,10200,%,5800,2500,10200,%,Empirical,"Section 3, Page 4; Table 2: By the end of the experiment, mean accumulated mass ranged from a 66% increase... for the largest size class to a 5800% increase (95% CI=2500-10200%) for the smallest size class (Table 2).","Dry mass increase (microplastics, 12 weeks)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",5800,%,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3, Page 4; Table 2: By the end of the experiment, mean accumulated mass ranged from a 66% increase... for the largest size class to a 5800% increase (95% CI=2500-10200%) for the smallest size class (Table 2).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0269,270,Fazey_2016,Biofouling,"Dry mass increase (macroplastics, 12 weeks)",delta_m_macro,PE,Sheet,50x50 mm,66,34,138,%,66,34,138,%,Empirical,"Section 3, Page 4; Table 2: By the end of the experiment, mean accumulated mass ranged from a 66% increase (95% CI=34-138%) for the largest size class.","Dry mass increase (macroplastics, 12 weeks)",Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",66,%,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3, Page 4; Table 2: By the end of the experiment, mean accumulated mass ranged from a 66% increase (95% CI=34-138%) for the largest size class.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0270,271,Fazey_2016,Biofouling,Visible fouling settlement onset,t_foul_visible,PE,Sheet,NA,14,NA,NA,days,14,NA,NA,days,Empirical,"Section 3 Results, Page 3: Visible settlement was evident from two weeks, when nearly all samples had developed sparse cover of diatoms and green algal fouling communities.",Visible fouling settlement onset,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",14,days,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 3: Visible settlement was evident from two weeks, when nearly all samples had developed sparse cover of diatoms and green algal fouling communities.","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,"The two-week onset is the reported timing of visible settlement, not a universal fouling rate."
BOX-0271,272,Fazey_2016,Biofouling,Complex 3D fouling onset,t_foul_3d,PE,Sheet,NA,42,NA,NA,days,42,NA,NA,days,Empirical,"Section 3 Results, Page 3: Complex, three-dimensional fouling assemblages constituting dense cover became common by approximately Week 6.",Complex 3D fouling onset,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",42,days,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 3: Complex, three-dimensional fouling assemblages constituting dense cover became common by approximately Week 6.","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The six-week timing is the reported onset of common dense three-dimensional assemblages.
BOX-0272,273,Fazey_2016,Biofouling,Maximum growth height recorded,H_growth_max,NA,NA,NA,160,NA,NA,mm,160,NA,NA,mm,Empirical,"Section 3 Results, Page 4: The maximum height of growth recorded during the study was 160 mm... on a 1-mm thick macro HDPE sample at Week 8 and on a 0.5-mm thick, macro HDPE sample at Week 12.",Maximum growth height recorded,Biofouling on buoyant marine plastics: an experimental study into the effect of size on surface longevity,https://doi.org/10.1016/j.envpol.2016.01.026,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",160,mm,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Table 2 is PDF p.5 for size-specific exposure days, with Materials/Results context on PDF pp.2–4.","Section 3 Results, Page 4: The maximum height of growth recorded during the study was 160 mm... on a 1-mm thick macro HDPE sample at Week 8 and on a 0.5-mm thick, macro HDPE sample at Week 12.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0275,276,Kaiser_2017,Settling,PS density,rho_p,PS,Cylinder,1000,1050,NA,NA,kg/m3,1050,NA,NA,kg/m3,Empirical,"Section 2.1, Page 3: Polystyrene (PS, density 1050 kg m-3, BASF 143E).",PS density,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1050,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.1, Page 3: Polystyrene (PS, density 1050 kg m-3, BASF 143E).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The polymer identity and density match the Materials and methods sentence.
BOX-0276,277,Kaiser_2017,Settling,PE (HDPE) density,rho_p,PE,Cylinder,1000,955,NA,NA,kg/m3,955,NA,NA,kg/m3,Empirical,"Section 2.1, Page 3: high density polyethylene (PE, density 955 kg m-3, CS Plastik GmbH, Germany).",PE (HDPE) density,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",955,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.1, Page 3: high density polyethylene (PE, density 955 kg m-3, CS Plastik GmbH, Germany).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The polymer identity and density match the Materials and methods sentence.
BOX-0277,278,Kaiser_2017,Settling,Microplastic particle dimensions,d_MP,PS/PE,Cylinder,1000,1,NA,NA,mm,1,NA,NA,mm,Empirical,"Section 2.1, Page 3: Particles were produced... by extruding and cutting the resin to cylindrical shape with both height and diameter of about 1 mm; PS particles were marginally smaller than PE particles.",Microplastic particle dimensions,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1,mm,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.1, Page 3: Particles were produced... by extruding and cutting the resin to cylindrical shape with both height and diameter of about 1 mm; PS particles were marginally smaller than PE particles.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0278,279,Kaiser_2017,Biofouling,"PS sinking velocity increase (estuarine, 6 weeks)",delta_v_s_PS_est,PS,Cylinder,1000,16,NA,NA,%,16,NA,NA,%,Empirical,"Abstract, Page 2: Sinking velocities of PS increased by 16% in estuarine water (salinity 9.8)... after 6 weeks of incubation.","PS sinking velocity increase (estuarine, 6 weeks)",Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",16,%,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Abstract, Page 2: Sinking velocities of PS increased by 16% in estuarine water (salinity 9.8)... after 6 weeks of incubation.","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The abstract identifies a 16% PS sinking-velocity increase after six weeks in estuarine water (salinity 9.8).
BOX-0279,280,Kaiser_2017,Biofouling,"PS sinking velocity increase (marine, 6 weeks)",delta_v_s_PS_mar,PS,Cylinder,1000,81,NA,NA,%,81,NA,NA,%,Empirical,"Abstract, Page 2: Sinking velocities of PS increased by... 81% in marine water (salinity 36) after 6 weeks of incubation.","PS sinking velocity increase (marine, 6 weeks)",Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",81,%,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Abstract, Page 2: Sinking velocities of PS increased by... 81% in marine water (salinity 36) after 6 weeks of incubation.","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The abstract identifies an 81% PS sinking-velocity increase after six weeks in marine water (salinity 36).
BOX-0281,282,Kaiser_2017,Biofouling,PE sinking onset (coastal water),t_sink_PE_coast,PE,Cylinder,1000,42,NA,NA,days,42,NA,NA,days,Empirical,"Abstract, Page 2: PE started to sink after six weeks in coastal water when sufficiently colonized by blue mussels Mytilus edulis.",PE sinking onset (coastal water),Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",42,days,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Abstract, Page 2: PE started to sink after six weeks in coastal water when sufficiently colonized by blue mussels Mytilus edulis.","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Source-reported experimental or physical parameter,The abstract states that PE began sinking after six weeks in coastal water when colonized by Mytilus edulis.
BOX-0282,283,Kaiser_2017,Hydrology,Estuarine water salinity,S_est,NA,NA,NA,9.9,NA,NA,-,9.9,NA,NA,-,Empirical,"Section 2.2, Page 4; Table 1: Salinity of filtered estuarine, coastal and Atlantic water was 9.9, 10, and 36, respectively (table 1).",Estuarine water salinity,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",9.9,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.2, Page 4; Table 1: Salinity of filtered estuarine, coastal and Atlantic water was 9.9, 10, and 36, respectively (table 1).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0283,284,Kaiser_2017,Hydrology,Coastal water salinity,S_coast,NA,NA,NA,10.0,NA,NA,-,10.0,NA,NA,-,Empirical,"Section 2.2, Page 4; Table 1: Salinity of filtered estuarine, coastal and Atlantic water was 9.9, 10, and 36, respectively (table 1).",Coastal water salinity,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",10.0,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.2, Page 4; Table 1: Salinity of filtered estuarine, coastal and Atlantic water was 9.9, 10, and 36, respectively (table 1).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0284,285,Kaiser_2017,Hydrology,Marine/Atlantic water salinity,S_atl,NA,NA,NA,36.0,NA,NA,-,36.0,NA,NA,-,Empirical,"Section 2.2, Page 4; Table 1: Salinity of filtered... Atlantic water was... 36 (table 1).",Marine/Atlantic water salinity,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",36.0,-,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 2.2, Page 4; Table 1: Salinity of filtered... Atlantic water was... 36 (table 1).",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0285,286,Kaiser_2017,Hydrology,Water density (estuarine),rho_w_est,NA,NA,NA,1005.5,NA,NA,kg/m3,1005.5,NA,NA,kg/m3,Empirical,"Table 1, Page 4: Table 1. Water characteristics during laboratory sinking experiments.",Water density (estuarine),Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1005.5,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Table 1, Page 4: Table 1. Water characteristics during laboratory sinking experiments.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0286,287,Kaiser_2017,Hydrology,Water density (coastal),rho_w_coast,NA,NA,NA,1005.6,NA,NA,kg/m3,1005.6,NA,NA,kg/m3,Empirical,"Table 1, Page 4: Table 1.",Water density (coastal),Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1005.6,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Table 1, Page 4: Table 1.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0287,288,Kaiser_2017,Hydrology,Water density (Atlantic),rho_w_atl,NA,NA,NA,1025.3,NA,NA,kg/m3,1025.3,NA,NA,kg/m3,Empirical,"Table 1, Page 4: Table 1.",Water density (Atlantic),Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1025.3,kg/m3,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Table 1, Page 4: Table 1.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0288,289,Kaiser_2017,Hydrology,Experimental water temperature,T_exp,NA,NA,NA,20.6,20.0,21.5,deg_C,20.6,20.0,21.5,deg_C,Empirical,"Table 1, Page 4: Water temperature remained stable over the summer months and decreased from mid-September... mean 20.6±0.7°C.",Experimental water temperature,Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",20.6,deg_C,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Table 1, Page 4: Water temperature remained stable over the summer months and decreased from mid-September... mean 20.6±0.7°C.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0293,294,Kaiser_2017,Biofouling,Chlorophyll a range (coastal station),Chl_a,NA,NA,NA,3.0,1.7,9.9,ug/L,3.0,1.7,9.9,ug/L,Empirical,"Section 3.1, Page 4: Chlorophyll a concentrations at the coastal station during the incubation period ranged from 1.7-9.9 ug L-1, with a median of 3.0 ug L-1.",Chlorophyll a range (coastal station),Effects of biofouling on the sinking behavior of microplastics,https://doi.org/10.1088/1748-9326/aa8e8b,,selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",3.0,ug/L,No v5 value/unit correction applied; original source-table fields are retained separately.,reported_measurement_or_study_statistic,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; abstract is PDF p.2, experimental context p.3, and Table 1 p.4.","Section 3.1, Page 4: Chlorophyll a concentrations at the coastal station during the incubation period ranged from 1.7-9.9 ug L-1, with a median of 3.0 ug L-1.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,reported_measurement_or_study_statistic,
BOX-0303,304,Messager_2016,Hydrology,Global mean lake hydraulic residence time,RT_mean,NA,NA,NA,1834,NA,NA,days,1834,NA,NA,days,Empirical,"The mean lake residence time computed for all natural lakes with a surface area of at least 10 ha, calculated as the sum of individual lake residence times divided by the total number of lakes, is 1,834 days (about 5.0 years).",Global mean lake hydraulic residence time,Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Abstract, Page 1; Table 1",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",1834,days,No v5 value/unit correction applied; original source-table fields are retained separately.,model_derived_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.","The mean lake residence time computed for all natural lakes with a surface area of at least 10 ha, calculated as the sum of individual lake residence times divided by the total number of lakes, is 1,834 days (about 5.0 years).","Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model-derived estimate,"The abstract and Results identify mean 1,834 days and median 456 days for natural lakes with surface area at least 10 ha."
BOX-0304,305,Messager_2016,Hydrology,Global median lake hydraulic residence time,RT_median,NA,NA,NA,456,NA,NA,days,456,NA,NA,days,Empirical,...while the median is 456 days.,Global median lake hydraulic residence time,Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Abstract, Page 1",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",456,days,No v5 value/unit correction applied; original source-table fields are retained separately.,model_derived_estimate,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",...while the median is 456 days.,"Source- and scenario-specific evidence. It is not a universal lake parameter, a pooled distribution, or an input to PathwayAttribution v7.",Model-derived estimate,"The abstract and Results identify mean 1,834 days and median 456 days for natural lakes with surface area at least 10 ha."
BOX-0305,306,Messager_2016,Hydrology,Global volume-weighted average lake age,RT_vol_weighted,NA,NA,NA,255,NA,NA,yr,255,NA,NA,yr,Theoretical,"The average age of all lake water, calculated as the volume-weighted average of all residence times, is 255 years.",Global volume-weighted average lake age,Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Discussion, Page 5",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",255,yr,No v5 value/unit correction applied; original source-table fields are retained separately.,theoretical_calculation_or_model_output,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.","The average age of all lake water, calculated as the volume-weighted average of all residence times, is 255 years.",Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,theoretical_calculation_or_model_output,
BOX-0306,307,Messager_2016,Hydrology,Global lake total volume (natural lakes >=10 ha),V_total,NA,NA,NA,181900,NA,NA,km3,181900,NA,NA,km3,Empirical,...a total volume of 181.9 x 10^3 km3 (0.8% of total global non-frozen terrestrial water stocks).,Global lake total volume (natural lakes >=10 ha),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Abstract, Page 1; Table 1",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",181900,km3,No v5 value/unit correction applied; original source-table fields are retained separately.,structured_extracted_source_value,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",...a total volume of 181.9 x 10^3 km3 (0.8% of total global non-frozen terrestrial water stocks).,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,structured_extracted_source_value,
BOX-0307,308,Messager_2016,Hydrology,Global lake total surface area (natural lakes >=10 ha),A_total,NA,NA,NA,2.67E+06,NA,NA,km2,2.67E+06,NA,NA,km2,Empirical,1.42 million individual polygons of natural lakes with a total surface area of 2.67 x 10^6 km2 (1.8% of global land area).,Global lake total surface area (natural lakes >=10 ha),Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Abstract, Page 1; Table 1",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",2.67E+06,km2,No v5 value/unit correction applied; original source-table fields are retained separately.,structured_extracted_source_value,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",1.42 million individual polygons of natural lakes with a total surface area of 2.67 x 10^6 km2 (1.8% of global land area).,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,structured_extracted_source_value,
BOX-0308,309,Messager_2016,Hydrology,Global lake total shoreline length,L_shoreline,NA,NA,NA,7.2E+06,NA,NA,km,7.2E+06,NA,NA,km,Empirical,The shoreline length of all natural lake polygons combined stretches for a total of 7.2 x 10^6 km.,Global lake total shoreline length,Estimating the volume and age of water stored in global lakes using a geo-statistical approach,https://doi.org/10.1038/ncomms13603,"Results, Page 2",selected,"structured value, unit, parameter/object context and source note are retained; scope is stated rather than inferred",7.2E+06,km,No v5 value/unit correction applied; original source-table fields are retained separately.,structured_extracted_source_value,v5_local_pdf_read_with_retained_locator,"v5 personally read local PDF; Article Table 1 is PDF p.3, while Hydraulic residence times text is PDF p.4; retained locator specifies the row context.",The shoreline length of all natural lake polygons combined stretches for a total of 7.2 x 10^6 km.,Study-specific; do not pool as a universal lake coefficient or treat model outputs/bookkeeping as independent observations.,structured_extracted_source_value,
